rank,name,team,position,adp,adp_rank,adp_rank_overall,edge,adp_espn,adp_ffc_equiv_espn,adp_price_used,tier,n_seasons,n_games,mu_hat,n_eff,pi_market,tau2,sigma2_tier,V,B,theta_star,age_2026,mu_star_z,mu_star,theta_star_mu_star,theta_used,proj,w_market,w_history,w_projection,post_var,arm,value_prior,view_shift_player,value_post_views,struct_shift,value_ranked,post_SD_bl,replacement,vorp,sched,avail,floor_p25,bust_sched,usable,floor_ref,floor_ref_positional,floor_ref_source,floor_gap,final,thin_data_flag,from_v01_judkins,from_v03_jt,from_v04_cmc,from_v05_lamb,from_v06_pickens,from_v07_jsn,from_v08_arsb,from_v09_barkley,from_v10_rice,from_v12_skattebo,from_v13_javonte,from_v17_djmoore,from_v18_egbuka,from_v20_gibbs,from_v23_pierce,from_v15_achane,from_v24_love,from_v25_montgomery,from_v26_sutton,from_v28_tmac,from_v19_odunze,from_v27_burden,from_v29_johnston,from_v30_hampton,from_v32_cook,from_v14_devonta,from_v21_walker,from_v33_nacua,from_v34_jeanty,from_v35_etienne,from_v36_metcalf,from_v37_mcconkey,from_v16_evans,from_v31_london,from_v22_jacobs,from_v38_hall,from_v39_nabers,from_s01_delta_rb,k,exp_pick,price,slot,BOARD
24,Javonte Williams,DAL,RB,36.7,18,38,14,38.91,33.76254598473099,33.76254598473099,vet,5,70.0,12.740607210626187,2.8181818181818183,13.416324058711414,11.74653700580229,39.64076972639763,14.06607958033464,0.5449304038355045,13.108825865531724,26.351813826146476,-0.0468777145008518,11.74240686930398,12.654575239314966,12.654575239314966,,,,,6.40104515424054,theta_star,12.654575239314966,0.8827123803425163,13.537287619657482,1.4,14.937287619657482,1.2650143432230858,7.4745791409013185,7.462708478756164,54.0,0.907,6.1499999999999995,0.3703703703703703,True,6.1125,6.1125,top70,0.0374999999999996,7.466458478756164,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.8827123803425172,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,javonte williams,44.0,38.91,24.0,27
25,Drake London,ATL,WR,10.6,5,10,-15,18.86,14.332959804660137,14.332959804660137,vet,4,60.0,15.66433366013072,2.6470588235294117,16.42261932202348,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,16.120693507793337,25.10609171800137,0.0305162673878233,15.037687784243868,15.871182570399595,15.871182570399595,,,,,6.489179463816703,theta_star,15.871182570399595,-0.4855912851997939,15.3855912851998,0.0,15.3855912851998,1.2736933955839511,7.920755406757527,7.464835878442274,54.0,0.833,4.575,0.3703703703703703,True,4.65,4.6875,top70,-0.0750000000000001,7.457335878442274,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.4855912851997975,-0.0,-0.0,-0.0,0.0,drake london,23.0,18.86,25.0,28
26,Josh Jacobs,GB,RB,24.6,12,24,-2,28.56,22.31095833317905,22.31095833317905,vet,7,105.0,16.11477060842508,2.953488372093023,14.434106455309395,11.74653700580229,39.64076972639763,13.42167793885904,0.5332788983394326,15.218507880372972,28.553045859000683,-0.0980108056213945,13.013396961923654,13.771031355416776,13.771031355416776,,,,,6.264180313757624,theta_star,13.771031355416776,-0.2342062710833534,13.536825084333422,1.4,14.936825084333424,1.5829314974132802,7.4745791409013185,7.462245943432104,54.0,0.833,5.875,0.2962962962962963,True,6.1125,6.1125,top70,-0.2374999999999998,7.438495943432104,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.2342062710833552,-0.0,-0.0,1.4,josh jacobs,39.0,28.56,26.0,29
27,Chase Brown,CIN,RB,12.2,6,13,-14,26.14,21.905821305289543,21.905821305289543,vet,3,40.0,15.10171068427371,2.3333333333333335,14.434106455309395,11.74653700580229,39.64076972639763,16.988901311313267,0.5912177543223429,14.707011211249329,26.4476386036961,-0.0498583836892742,13.181766249608296,13.92217201367048,13.92217201367048,,,,,6.94476122963473,theta_star,13.92217201367048,1.7763568394002505e-15,13.92217201367048,1.4,15.322172013670482,1.8634324819583257,7.4745791409013185,7.847592872769163,54.0,0.833,1.45,0.4259259259259259,True,6.1125,6.1125,top70,-4.6625,7.381342872769164,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,chase brown,11.0,26.14,27.0,30
29,DeVonta Smith,PHI,WR,29.1,15,31,2,39.45,33.76254598473099,33.76254598473099,vet,5,80.0,13.246547949204496,2.8181818181818183,14.54495066015753,10.782394134943546,43.140579588937385,15.307947596074555,0.5867285202276731,14.00835785046157,27.797399041752225,-0.0479862098791227,12.430533450792906,13.671122331187338,13.671122331187338,,,,,6.326338155306967,theta_star,13.671122331187338,1.3144388344063334,14.985561165593673,0.0,14.985561165593673,1.2576106467530963,7.920755406757527,7.064805758836144,54.0,0.852,4.675,0.3703703703703703,True,4.65,4.6875,top70,0.0249999999999994,7.067305758836143,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3144388344063316,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,devonta smith,28.0,39.45,28.0,31
30,A.J. Brown,NE,WR,17.5,9,18,-12,27.19,21.905821305289543,21.905821305289543,vet,7,103.0,16.283783478564047,2.953488372093023,15.39774859415863,10.782394134943546,43.140579588937385,14.606652931687462,0.5753131613547278,15.774035948146196,29.17180013689254,-0.0567854016469267,14.551751227237904,15.03846464689884,15.03846464689884,,,,,6.203253256747046,theta_star,15.03846464689884,-1.7763568394002505e-15,15.03846464689884,0.0,15.03846464689884,1.7611435570030975,7.920755406757527,7.117709240141313,54.0,0.833,3.875,0.3148148148148148,True,4.65,4.6875,top70,-0.7750000000000004,7.040209240141313,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,aj brown,18.0,27.19,29.0,32
31,Nico Collins,HOU,WR,23.2,12,23,-8,27.77,22.31095833317905,22.31095833317905,vet,5,63.0,15.530952380952382,2.8181818181818183,15.39774859415863,10.782394134943546,43.140579588937385,15.307947596074555,0.5867285202276731,15.452797920238162,27.45516769336071,-0.0468957626952024,14.10878091090147,14.865055012320234,14.865055012320234,,,,,6.326338155306967,theta_star,14.865055012320234,0.0,14.865055012320234,0.0,14.865055012320234,1.778530032823029,7.920755406757527,6.944299605562707,54.0,0.778,5.425000000000001,0.3333333333333333,True,4.65,4.6875,top70,0.7750000000000004,7.021799605562706,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,nico collins,25.0,27.77,30.0,33
58,Lamar Jackson,BAL,QB,52.8,3,54,-4,39.28,33.76254598473099,33.76254598473099,vet,8,,19.9063,2.9767,19.516798543728473,8.540768288565792,,16.093224653007262,0.653293385736417,19.65184127488311,,,,19.65184127488311,19.65184127488311,,,,,5.579627432027371,theta_star,19.65184127488311,0.0,19.65184127488311,0.0,19.65184127488311,1.670273545265471,15.166228061514008,4.4856132133691045,54.0,0.852,10.125,0.2407407407407407,True,10.125,10.6175,top70,0.0,4.4856132133691045,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,lamar jackson,55.0,39.28,30.685185185185187,34
32,Breece Hall,NYJ,RB,28.3,15,29,-3,38.43,30.973698519873267,30.973698519873267,vet,4,56.0,14.311621848739495,2.6470588235294117,13.416324058711414,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,13.809882649656965,25.253935660506503,-0.0131293749660015,13.29924117517348,13.36485629549088,13.36485629549088,,,,,6.582947187996207,theta_star,13.36485629549088,-0.3824281477454416,12.98242814774544,1.4,14.38242814774544,1.2828627350574386,7.4745791409013185,6.907849006844121,54.0,0.907,6.075,0.3148148148148148,True,6.1125,6.1125,top70,-0.0374999999999996,6.904099006844121,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.3824281477454407,-0.0,1.4,breece hall,38.0,38.43,31.0,35
33,Tetairoa McMillan,CAR,WR,33.9,17,35,2,41.28,33.76254598473099,33.76254598473099,soph,1,17.0,12.552941176470588,1.0,14.54495066015753,9.389576648040723,39.731751511831725,39.731751511831725,0.8088492921551105,14.164176637317038,23.408624229979463,0.0766780678935343,13.263739815644572,14.30004630033033,14.30004630033033,,,,,7.594752425403894,theta_star,14.30004630033033,0.4499768498348349,14.750023150165164,0.0,14.750023150165164,1.3779289191939377,7.920755406757527,6.829267743407637,18.0,0.944,8.0,0.2777777777777778,False,4.65,4.6875,top70,0.0,6.829267743407637,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.4499768498348347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,tetairoa mcmillan,43.0,41.28,32.0,36
34,Emeka Egbuka,TB,WR,33.7,16,34,0,44.63,33.76254598473099,33.76254598473099,soph,1,17.0,11.511764705882351,1.0,14.54495066015753,9.389576648040723,39.731751511831725,39.731751511831725,0.8088492921551105,13.965155017972652,23.88227241615332,0.0667349737160006,12.397360045166211,14.134437193940895,14.134437193940895,,,,,7.594752425403894,theta_star,14.134437193940895,0.3627814030295493,14.497218596970448,0.0,14.497218596970448,1.3779289191939377,7.920755406757527,6.57646319021292,18.0,0.944,5.0,0.4444444444444444,False,4.65,4.6875,top70,0.0,6.57646319021292,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.362781403029551,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,emeka egbuka,31.0,44.63,33.0,37
35,Malik Nabers,NYG,WR,33.9,18,35,0,37.87,30.973698519873267,30.973698519873267,vet,2,19.0,15.59666666666667,1.8,14.881502854988153,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,15.103411201791156,23.096509240246405,0.0829005329400858,15.551062916062548,15.089260803323953,15.089260803323953,,,,,7.436722530772208,theta_star,15.089260803323953,-0.1278521606647888,14.961408642659164,0.0,14.961408642659164,1.7247286778820845,7.920755406757527,7.040653235901637,36.0,0.528,0.0,0.5277777777777778,True,4.65,4.6875,top70,-4.65,6.575653235901637,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.1278521606647906,0.0,malik nabers,24.0,37.87,34.0,38
36,Chris Olave,NO,WR,20.1,10,21,-15,35.41,22.31095833317905,22.31095833317905,vet,4,53.0,15.070611111111113,2.6470588235294117,15.39774859415863,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,15.267492602389275,26.17932922655715,-0.0184704763833151,14.078309544012566,14.87238891829714,14.87238891829714,,,,,6.489179463816703,theta_star,14.87238891829714,1.7763568394002505e-15,14.872388918297142,0.0,14.872388918297142,1.8012744743398634,7.920755406757527,6.951633511539615,54.0,0.741,0.0,0.3888888888888889,True,4.65,4.6875,top70,-4.65,6.486633511539615,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,chris olave,26.0,35.41,35.0,39
37,Zay Flowers,BAL,WR,26.6,13,27,-10,42.46,33.76254598473099,33.76254598473099,vet,3,48.0,13.793508403361344,2.3333333333333335,14.54495066015753,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,14.268148112991586,25.971252566735114,-0.0093094840448064,13.245041744954626,14.066114002307083,14.066114002307083,,,,,6.810573101316178,theta_star,14.066114002307083,0.0,14.066114002307083,0.0,14.066114002307083,1.84534185197705,7.920755406757527,6.145358595549556,54.0,0.926,7.025,0.2777777777777778,True,4.65,4.6875,top70,2.375,6.382858595549556,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,zay flowers,40.0,42.46,36.0,40
123,Colston Loveland,CHI,TE,60.8,3,61,-62,45.37,49.702296406664395,49.702296406664395,soph,1,,11.0067,1.0,11.629775407394895,8.982491813344657,,23.854679408424037,0.7264535439828048,11.45933533787055,,,,11.45933533787055,11.45933533787055,,,,,6.525363011600756,theta_star,11.45933533787055,0.0,11.45933533787055,0.0,11.45933533787055,1.806289430241006,9.786079490785122,1.6732558470854286,18.0,0.889,3.425,0.6111111111111112,False,6.5875,3.725,top70,0.0,1.6732558470854286,single season: n_eff = 1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,colston loveland,61.0,45.37,36.257839721254356,41
121,Tyler Warren,IND,TE,65.8,4,67,-54,47.06,49.702296406664395,49.702296406664395,soph,1,,11.0882,1.0,11.629775407394895,8.982491813344657,,23.854679408424037,0.7264535439828048,11.481629374035952,,,,11.481629374035952,11.481629374035952,,,,,6.525363011600756,theta_star,11.481629374035952,0.0,11.481629374035952,0.0,11.481629374035952,1.806289430241006,9.786079490785122,1.6955498832508304,18.0,0.944,7.0,0.3888888888888889,False,6.5875,3.725,top70,0.0,1.6955498832508304,single season: n_eff = 1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,tyler warren,67.0,47.06,36.846689895470384,42
38,Ladd McConkey,LAC,WR,44.2,22,45,7,52.8,51.063132301542794,51.063132301542794,vet,2,32.0,12.55625,1.8,13.894337842606388,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,13.47914225219603,24.804928131416837,0.0417979704832115,12.89145290108477,13.583152438965282,13.583152438965282,,,,,7.436722530772208,theta_star,13.583152438965282,0.6584237805173601,14.241576219482642,0.0,14.241576219482642,1.3635177419795652,7.920755406757527,6.320820812725115,36.0,0.889,4.5249999999999995,0.3333333333333333,True,4.65,4.6875,top70,-0.1250000000000009,6.308320812725115,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.6584237805173592,0.0,-0.0,-0.0,-0.0,-0.0,0.0,ladd mcconkey,29.0,52.8,37.0,43
60,Drake Maye,NE,QB,49.6,2,49,-11,47.91,49.702296406664395,49.702296406664395,vet,2,,18.7229,1.8,19.516798543728473,8.540768288565792,,26.61372323589262,0.7570504388429674,19.32392124092643,,,,19.32392124092643,19.32392124092643,,,,,6.465792380914832,theta_star,19.32392124092643,-3.552713678800501e-15,19.323921240926428,0.0,19.323921240926428,1.7980256367631178,15.166228061514008,4.157693179412421,36.0,0.833,11.11,0.2222222222222222,True,10.125,10.6175,top70,0.9849999999999994,4.256193179412421,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,drake maye,50.0,47.91,37.154716981132076,44
39,Davante Adams,LAR,WR,41.2,20,42,3,47.5,49.702296406664395,49.702296406664395,vet,12,175.0,16.807252616496957,2.9985355137905785,13.894337842606388,10.782394134943546,43.140579588937385,14.387216489692834,0.5716106102813692,15.142199624895753,33.686516084873375,-0.1741174737963274,13.673191471083438,13.79960108347118,13.79960108347118,,,,,6.163330891769335,theta_star,13.79960108347118,0.0,13.79960108347118,0.0,13.79960108347118,1.75546730128609,7.920755406757527,5.878845676713654,54.0,0.833,6.95,0.3148148148148148,True,4.65,4.6875,top70,2.3,6.1088456767136545,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,davante adams,45.0,47.5,38.0,45
124,Jayden Daniels,WAS,QB,71.3,6,72,-52,51.08,51.063132301542794,51.063132301542794,vet,2,,18.1876,1.8,17.634423450195044,8.540768288565792,,26.61372323589262,0.7570504388429674,17.76881745021252,,,,17.76881745021252,17.76881745021252,,,,,6.465792380914832,theta_star,17.76881745021252,0.0,17.76881745021252,0.0,17.76881745021252,1.7980256367631178,15.166228061514008,2.6025893886985134,36.0,0.667,0.0,0.4166666666666667,True,10.125,10.6175,top70,-10.125,1.5900893886985137,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jayden daniels,73.0,51.08,38.35094339622641,46
40,Quinshon Judkins,CLE,RB,49.8,22,51,11,54.8,51.063132301542794,51.063132301542794,soph,1,14.0,12.12857142857143,1.0,11.36028003858886,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,11.560914488789392,22.84188911704312,0.0727026631019093,13.361390102104536,11.882857308904653,11.882857308904653,,,,,11.442449765890135,theta_star,11.882857308904653,0.2385713455476743,12.121428654452329,1.4,13.521428654452327,1.6913345149533652,7.4745791409013185,6.046849513551009,18.0,0.778,3.875,0.4444444444444444,False,6.1125,6.1125,top70,0.0,6.046849513551009,single season,0.2385713455476734,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,quinshon judkins,52.0,54.8,39.0,47
68,Jalen Hurts,PHI,QB,74.6,7,76,8,53.68,51.063132301542794,51.063132301542794,vet,6,,20.439,2.9077,17.634423450195044,8.540768288565792,,16.47511841820226,0.6585862260778834,18.591944514317422,,,,18.591944514317422,18.591944514317422,,,,,5.624832354972209,theta_star,18.591944514317422,0.0,18.591944514317422,0.0,18.591944514317422,1.6770259918934185,15.166228061514008,3.4257164528034156,54.0,0.889,12.14,0.1666666666666666,True,10.125,10.6175,top70,2.015000000000001,3.627216452803416,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jalen hurts,76.0,53.68,39.44,48
41,Garrett Wilson,NYJ,WR,28.5,14,30,-11,36.31,28.5,28.5,vet,4,58.0,14.05036414565826,2.6470588235294117,14.881502854988153,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,14.55056921854534,26.11088295687885,-0.015558880265418,13.365290404735193,14.277794118829505,14.277794118829505,,,,,6.489179463816703,theta_star,14.277794118829505,0.0,14.277794118829505,0.0,14.277794118829505,1.8012744743398634,7.920755406757527,6.357038712071978,54.0,0.759,0.225,0.3703703703703703,True,4.65,4.6875,top70,-4.425000000000001,5.914538712071978,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,garrett wilson,36.0,36.31,40.0,49
42,Bucky Irving,TB,RB,42.8,20,44,2,56.04,51.063132301542794,51.063132301542794,vet,2,27.0,14.025490196078431,1.8,11.36028003858886,11.74653700580229,39.64076972639763,22.02264984799868,0.6521522103372729,12.287367500858256,24.035592060232716,0.0298495802048825,13.839397189022652,12.222635459682213,12.222635459682213,,,,,7.660530072142535,theta_star,12.222635459682213,0.0,12.222635459682213,1.4,13.622635459682211,1.9571062914597328,7.4745791409013185,6.1480563187808945,36.0,0.75,1.65,0.3888888888888889,True,6.1125,6.1125,top70,-4.4624999999999995,5.7018063187808945,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,bucky irving,47.0,56.04,41.0,50
43,TreVeyon Henderson,NE,RB,55.7,24,57,14,71.52,59.24211636071694,59.24211636071694,soph,1,17.0,12.129411764705882,1.0,11.36028003858886,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,11.56113393727016,23.860369609856264,0.0366481074290695,12.75738165393204,11.725124312679986,11.725124312679986,,,,,11.442449765890135,theta_star,11.725124312679986,0.0,11.725124312679986,1.4,13.125124312679986,2.391908209556769,7.4745791409013185,5.650545171778668,18.0,0.944,4.9,0.4444444444444444,False,6.1125,6.1125,top70,0.0,5.650545171778668,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,treveyon henderson,57.0,71.52,42.0,51
84,Joe Burrow,CIN,QB,57.8,4,58,-26,60.01,51.063132301542794,51.063132301542794,vet,6,,18.2664,2.9077,19.516798543728473,8.540768288565792,,16.47511841820226,0.6585862260778834,19.089895258007417,,,,19.089895258007417,19.089895258007417,,,,,5.624832354972209,theta_star,19.089895258007417,0.0,19.089895258007417,0.0,19.089895258007417,1.6770259918934185,15.166228061514008,3.92366719649341,54.0,0.648,0.0,0.4259259259259259,True,10.125,10.6175,top70,-10.125,2.91116719649341,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,joe burrow,58.0,60.01,42.77075098814229,52
44,D'Andre Swift,CHI,RB,44.4,21,46,2,72.71,59.24211636071694,59.24211636071694,vet,6,89.0,13.651917690152985,2.9076923076923076,11.36028003858886,11.74653700580229,39.64076972639763,13.633068953522995,0.5371662970407058,12.420927178703224,27.630390143737166,-0.0839013087531945,11.696456740303224,11.51587394629196,11.51587394629196,,,,,6.309843786458436,theta_star,11.51587394629196,0.0,11.51587394629196,1.4,12.915873946291962,1.776209980049999,7.4745791409013185,5.441294805390643,54.0,0.907,7.525,0.2777777777777778,True,6.1125,6.1125,top70,1.4125000000000003,5.5825448053906435,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,dandre swift,48.0,72.71,43.0,53
45,Tee Higgins,CIN,WR,39.2,19,40,-5,58.06,51.063132301542794,51.063132301542794,vet,6,81.0,15.041179138321995,2.9076923076923076,13.894337842606388,10.782394134943546,43.140579588937385,14.836707266036669,0.579126763028035,14.37701265102734,27.61943874058864,-0.0475454733053394,13.74449887029953,13.83127462930705,13.83127462930705,,,,,6.244373013062324,theta_star,13.83127462930705,-1.7763568394002505e-15,13.831274629307048,0.0,13.831274629307048,1.766970997648564,7.920755406757527,5.910519222549521,54.0,0.722,0.0,0.4814814814814814,True,4.65,4.6875,top70,-4.65,5.445519222549521,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,tee higgins,32.0,58.06,44.0,54
